time,open,high,low,close,volume
2020-05-22 20:00:00,163.52,163.52,163.52,163.52,2835
2020-05-22 19:57:00,163.428,163.428,163.428,163.428,2700
2020-05-22 19:53:00,163.428,163.428,163.424,163.424,2660
2020-05-22 19:46:00,163.426,163.426,163.426,163.426,1270
2020-05-22 19:43:00,163.44,163.44,163.44,163.44,2875
2020-05-22 19:37:00,163.442,163.442,163.442,163.442,505
2020-05-22 19:30:00,163.55598,163.55598,163.55598,163.55598,1165
2020-05-22 19:25:00,163.55,163.55,163.55,163.55,1115
2020-05-22 19:22:00,163.55,163.55,163.55,163.55,1490
2020-05-22 19:16:00,163.55,163.55,163.55,163.55,1525
2020-05-22 18:46:00,163.52,163.52,163.5,163.5,7250
2020-05-22 18:45:00,163.502,163.502,163.502,163.502,2525
2020-05-22 18:44:00,163.502,163.502,163.502,163.502,720
2020-05-22 18:27:00,163.5,163.5,163.5,163.5,1590
2020-05-22 18:14:00,163.5,163.5,163.5,163.5,2500
2020-05-22 18:13:00,163.53,163.53,163.5,163.5,2660
2020-05-22 17:54:00,163.5,163.5,163.5,163.5,1275
2020-05-22 17:46:00,163.504,163.504,163.504,163.504,1295
2020-05-22 17:38:00,163.574,163.6,163.574,163.6,7390
2020-05-22 17:33:00,163.504,163.504,163.504,163.504,755
2020-05-22 17:31:00,163.478,163.478,163.478,163.478,6550
2020-05-22 17:25:00,163.448,163.448,163.448,163.448,1240
2020-05-22 17:23:00,163.448,163.448,163.448,163.448,815
2020-05-22 17:19:00,163.448,163.448,163.448,163.448,2160
2020-05-22 17:18:00,163.416,163.416,163.416,163.416,895
2020-05-22 17:09:00,163.41602,163.41602,163.41602,163.41602,2440
2020-05-22 16:59:00,163.416,163.416,163.416,163.416,2890
2020-05-22 16:49:00,163.43,163.43,163.412,163.412,18055
2020-05-22 16:47:00,163.612,163.612,163.5,163.5,5125
2020-05-22 16:43:00,163.694,163.694,163.694,163.694,2070
2020-05-22 16:40:00,163.642,163.642,163.642,163.642,1080
2020-05-22 16:38:00,163.7,163.702,163.7,163.702,2750
2020-05-22 16:37:00,163.702,163.702,163.702,163.702,2455
2020-05-22 16:34:00,163.604,163.604,163.604,163.604,3315
2020-05-22 16:31:00,163.64,163.64,163.64,163.64,895
2020-05-22 16:29:00,163.584,163.584,163.584,163.584,8420
2020-05-22 16:28:00,163.64,163.652,163.6,163.6,13775
2020-05-22 16:27:00,163.7,163.7,163.7,163.7,2100
2020-05-22 16:24:00,163.71,163.71,163.71,163.71,3310
