time,open,high,low,close,volume
2020-04-23 20:00:00,139.55,139.552,139.384,139.384,8430
2020-04-23 19:59:00,139.47,139.5,139.47,139.5,3595
2020-04-23 19:58:00,139.212,139.288,139.212,139.288,8910
2020-04-23 19:57:00,139.208,139.3,139.2,139.2,5495
2020-04-23 19:56:00,139.5,139.5,139.206,139.206,10910
2020-04-23 19:54:00,139.56,139.56,139.56,139.56,995
2020-04-23 19:53:00,139.402,139.606,139.402,139.602,3880
2020-04-23 19:52:00,139.69,139.69,139.598,139.598,5895
2020-04-23 19:49:00,139.67,139.67,139.67,139.67,3760
2020-04-23 19:48:00,139.8,139.8,139.74,139.74,4690
2020-04-23 19:46:00,139.86,139.86,139.86,139.86,2185
2020-04-23 19:45:00,139.806,139.806,139.806,139.806,4335
2020-04-23 19:44:00,140.02,140.02,139.8,139.8,21465
2020-04-23 19:43:00,140.002,140.002,140.0,140.0,9865
2020-04-23 19:42:00,140.06,140.06,140.002,140.006,21765
2020-04-23 19:41:00,140.062,140.064,140.044,140.044,12455
2020-04-23 19:39:00,140.3,140.3,140.3,140.3,1035
2020-04-23 19:33:00,140.12,140.12,140.12,140.12,3020
2020-04-23 19:30:00,140.204,140.204,140.204,140.204,1525
2020-04-23 19:26:00,140.124,140.124,140.11,140.11,4185
2020-04-23 19:25:00,140.16,140.16,140.16,140.16,4085
2020-04-23 19:24:00,140.14,140.14,140.1,140.1,3880
2020-04-23 19:22:00,140.14,140.14,140.14,140.14,675
2020-04-23 19:20:00,140.072,140.10002,140.072,140.10002,1690
2020-04-23 19:19:00,140.068,140.1,140.068,140.1,5600
2020-04-23 19:18:00,140.046,140.07798,140.046,140.07798,1895
2020-04-23 19:17:00,140.022,140.032,140.022,140.028,5400
2020-04-23 19:15:00,140.188,140.188,140.188,140.188,2400
2020-04-23 19:14:00,140.24,140.24,140.002,140.002,5495
2020-04-23 19:12:00,140.158,140.2,140.158,140.2,2665
2020-04-23 19:11:00,140.36,140.36,140.36,140.36,7055
2020-04-23 19:10:00,140.42,140.42,140.4,140.4,2110
2020-04-23 19:09:00,140.36,140.406,140.36,140.4,11575
2020-04-23 19:07:00,140.404,140.404,140.374,140.374,2575
2020-04-23 19:06:00,140.5,140.5,140.46,140.46,1570
2020-04-23 19:05:00,140.6,140.6,140.6,140.6,3545
2020-04-23 19:04:00,140.532,140.598,140.532,140.578,3600
2020-04-23 19:01:00,140.48,140.48,140.48,140.48,1595
2020-04-23 19:00:00,140.542,140.542,140.502,140.502,2125
