time,open,high,low,close,volume
2020-03-24 20:00:00,102.0,102.2,101.84,101.996,21510
2020-03-24 19:59:00,102.2,102.3,102.0,102.2,29660
2020-03-24 19:58:00,102.18,102.3,102.174,102.18,11400
2020-03-24 19:57:00,102.2,102.33798,102.2,102.2,14780
2020-03-24 19:56:00,102.286,102.4,102.2,102.4,8620
2020-03-24 19:55:00,102.34,102.34,102.2,102.204,12995
2020-03-24 19:54:00,102.4,102.4,102.4,102.4,2655
2020-03-24 19:53:00,102.2,102.4,102.2,102.4,6800
2020-03-24 19:52:00,102.1,102.2,102.0,102.2,24355
2020-03-24 19:51:00,102.052,102.152,102.002,102.002,5000
2020-03-24 19:50:00,102.0,102.026,102.0,102.026,4205
2020-03-24 19:49:00,101.802,102.0,101.802,102.0,4985
2020-03-24 19:48:00,102.0,102.1,101.842,102.098,8350
2020-03-24 19:47:00,102.2,102.2,102.0,102.0,11510
2020-03-24 19:46:00,102.22,102.22,102.22,102.22,2505
2020-03-24 19:45:00,102.4,102.74,102.26,102.26,10635
2020-03-24 19:44:00,103.1,103.1,102.8,102.8,10930
2020-03-24 19:43:00,103.04,103.04,103.0,103.0,9325
2020-03-24 19:42:00,103.1,103.1,103.1,103.1,4055
2020-03-24 19:41:00,103.12,103.12,103.12,103.12,3105
2020-03-24 19:40:00,103.14,103.14,103.14,103.14,2400
2020-03-24 19:39:00,103.1,103.414,103.1,103.1,9430
2020-03-24 19:38:00,103.11,103.11,103.0,103.0,8120
2020-03-24 19:37:00,103.11,103.2,103.11,103.2,3495
2020-03-24 19:35:00,103.6,103.6,103.2,103.238,6830
2020-03-24 19:34:00,103.442,103.442,103.414,103.414,3815
2020-03-24 19:33:00,103.6,103.6,103.6,103.6,2540
2020-03-24 19:32:00,103.6,103.88,103.6,103.6,7460
2020-03-24 19:31:00,103.478,103.7,103.478,103.7,5300
2020-03-24 19:30:00,103.5,103.5,103.422,103.422,3875
2020-03-24 19:28:00,103.312,103.312,103.22,103.22,6040
2020-03-24 19:27:00,103.198,103.54,103.0,103.22,13100
2020-03-24 19:26:00,103.618,103.618,103.0,103.178,25270
2020-03-24 19:25:00,104.0,104.0,103.68,103.68,23115
2020-03-24 19:24:00,104.142,104.15,104.11,104.11,7205
2020-03-24 19:23:00,104.5,104.5,104.11,104.12,10450
2020-03-24 19:22:00,104.6,104.6,104.4,104.4,5255
2020-03-24 19:21:00,104.802,104.804,104.504,104.64,10990
2020-03-24 19:20:00,105.2,105.2,105.0,105.0,18705
2020-03-24 19:19:00,105.3,105.3,105.052,105.052,6305
2020-03-24 19:18:00,105.43,105.43,105.4,105.4,4120
2020-03-24 19:17:00,105.6,105.6,105.6,105.6,2550
2020-03-24 19:16:00,105.23,105.528,105.23,105.528,2915
2020-03-24 19:15:00,105.2,105.4,105.056,105.056,7020
2020-03-24 19:14:00,105.1,105.1,105.1,105.1,4510
2020-03-24 19:13:00,105.192,105.192,105.052,105.052,7950
2020-03-24 19:12:00,105.3,105.3,105.192,105.192,5080
2020-03-24 19:11:00,105.2,105.2,105.2,105.2,3075
2020-03-24 19:10:00,105.2,105.2,105.2,105.2,3055
2020-03-24 19:09:00,105.112,105.19998,105.042,105.042,7100
2020-03-24 19:08:00,105.6,105.6,105.4,105.4,5875
2020-03-24 19:07:00,105.68,105.8,105.6,105.6,9125
2020-03-24 19:06:00,105.7,105.7,105.6,105.6,8900
2020-03-24 19:05:00,105.822,105.822,105.8,105.8,5620
2020-03-24 19:04:00,105.852,105.852,105.852,105.852,2460
2020-03-24 19:02:00,106.0,106.1,106.0,106.0,10200
2020-03-24 19:01:00,106.2,106.2,106.0,106.0,10120
2020-03-24 19:00:00,106.02,106.2,106.02,106.2,5945
2020-03-24 18:59:00,106.02,106.03,106.0,106.0,19885
2020-03-24 18:58:00,106.4,106.4,106.01,106.01,14195
2020-03-24 18:57:00,106.8,106.8,106.5,106.5,12215
2020-03-24 18:56:00,106.6,106.774,106.59,106.774,14910
2020-03-24 18:55:00,106.2,106.4,106.2,106.4,9280
2020-03-24 18:54:00,106.2,106.2,106.2,106.2,3925
2020-03-24 18:53:00,106.0,106.0,106.0,106.0,5255
2020-03-24 18:52:00,106.0,106.0,106.0,106.0,5145
2020-03-24 18:51:00,106.1,106.2,106.0,106.2,5400
2020-03-24 18:50:00,106.102,106.2,106.0,106.1,10275
2020-03-24 18:49:00,106.0,106.21,106.0,106.21,18225
2020-03-24 18:48:00,105.9,105.95,105.9,105.95,3270
2020-03-24 18:47:00,105.9,105.94998,105.9,105.948,6710
2020-03-24 18:46:00,105.79,105.8,105.79,105.8,4600
2020-03-24 18:45:00,105.646,105.78998,105.646,105.78998,6140
2020-03-24 18:44:00,105.824,105.824,105.804,105.804,4145
2020-03-24 18:43:00,105.778,105.778,105.778,105.778,2130
2020-03-24 18:42:00,105.6,105.6,105.6,105.6,8945
2020-03-24 18:41:00,105.62,105.8,105.6,105.8,18325
2020-03-24 18:40:00,105.93,105.93,105.93,105.93,6075
2020-03-24 18:39:00,105.89998,105.89998,105.61,105.61,5290
2020-03-24 18:38:00,105.8,105.82,105.8,105.82,7110
2020-03-24 18:37:00,105.624,105.624,105.624,105.624,4445
2020-03-24 18:36:00,105.8,105.9,105.8,105.898,9265
2020-03-24 18:35:00,105.6,105.8,105.6,105.6,12275
2020-03-24 18:34:00,105.8,106.0,105.6,105.6,6975
2020-03-24 18:33:00,105.8,105.948,105.8,105.948,5985
2020-03-24 18:32:00,105.96,105.96,105.96,105.96,5580
2020-03-24 18:31:00,106.01,106.01,105.4,106.0,30430
2020-03-24 18:30:00,106.398,106.574,106.0,106.0,16910
2020-03-24 18:29:00,105.8,106.0,105.8,106.0,32585
2020-03-24 18:28:00,105.444,105.6,105.4,105.6,18560
