time,open,high,low,close,volume
2020-01-24 20:00:00,111.848,111.848,111.8,111.8,2290
2020-01-24 19:59:00,111.9,111.9,111.9,111.9,2710
2020-01-24 19:58:00,111.836,111.856,111.8,111.84,8585
2020-01-24 19:57:00,111.90002,111.90002,111.90002,111.90002,1895
2020-01-24 19:54:00,111.92,111.92,111.824,111.824,4105
2020-01-24 19:52:00,111.9,111.9,111.9,111.9,1840
2020-01-24 19:51:00,112.022,112.022,111.824,111.824,11535
2020-01-24 19:50:00,112.042,112.042,112.032,112.042,3325
2020-01-24 19:46:00,112.15,112.15,112.02,112.02,2350
2020-01-24 19:45:00,112.102,112.102,112.04,112.04,3320
2020-01-24 19:41:00,112.19,112.19,112.19,112.19,1250
2020-01-24 19:36:00,112.168,112.168,112.168,112.168,1795
2020-01-24 19:34:00,112.168,112.168,112.168,112.168,585
2020-01-24 19:33:00,112.068,112.068,112.068,112.068,925
2020-01-24 19:31:00,112.102,112.102,112.1,112.1,7400
2020-01-24 19:29:00,112.12,112.12,112.102,112.102,3975
2020-01-24 19:27:00,112.15,112.15,112.12,112.12,2445
2020-01-24 19:24:00,112.12,112.12,112.12,112.12,1155
2020-01-24 19:23:00,112.122,112.122,112.122,112.122,525
2020-01-24 19:22:00,112.122,112.122,112.122,112.122,2170
2020-01-24 19:19:00,112.216,112.216,112.216,112.216,835
2020-01-24 19:16:00,112.14,112.14,112.14,112.14,1065
2020-01-24 19:12:00,112.15,112.15,112.15,112.15,1790
2020-01-24 19:10:00,112.14,112.14,112.14,112.14,2355
2020-01-24 19:04:00,112.2,112.2,112.2,112.2,1615
2020-01-24 18:57:00,112.2,112.2,112.2,112.2,685
2020-01-24 18:52:00,112.3,112.3,112.3,112.3,510
2020-01-24 18:51:00,112.2,112.2,112.2,112.2,500
2020-01-24 18:43:00,112.17,112.266,112.17,112.266,1865
2020-01-24 18:42:00,112.198,112.22,112.198,112.22,7905
2020-01-24 18:41:00,112.15,112.15,112.15,112.15,600
2020-01-24 18:39:00,112.18,112.18,112.18,112.18,1155
2020-01-24 18:37:00,112.16,112.16,112.16,112.16,3725
2020-01-24 18:32:00,112.1,112.1,112.1,112.1,2225
2020-01-24 18:30:00,112.22,112.22,112.22,112.22,1785
2020-01-24 18:29:00,112.226,112.226,112.226,112.226,2985
2020-01-24 18:28:00,112.084,112.084,112.084,112.084,500
2020-01-24 18:24:00,112.2,112.2,112.07,112.07,4435
2020-01-24 18:23:00,112.266,112.266,112.266,112.266,3810
2020-01-24 18:21:00,112.3,112.3,112.3,112.3,2850
2020-01-24 18:20:00,112.404,112.40402,112.3,112.3,17285
2020-01-24 18:17:00,112.42,112.42,112.42,112.42,6350
2020-01-24 18:12:00,112.44,112.44,112.44,112.44,1630
2020-01-24 18:11:00,112.5,112.5,112.5,112.5,2760
2020-01-24 18:04:00,112.412,112.412,112.412,112.412,3115
2020-01-24 18:01:00,112.6,112.64,112.6,112.64,3765
2020-01-24 17:52:00,112.6,112.6,112.6,112.6,605
2020-01-24 17:50:00,112.35,112.35,112.35,112.35,1020
2020-01-24 17:48:00,112.42,112.42,112.42,112.42,1300
2020-01-24 17:47:00,112.4,112.4,112.4,112.4,1570
2020-01-24 17:44:00,112.4,112.4,112.4,112.4,1885
2020-01-24 17:43:00,112.52,112.54,112.5,112.54,6370
2020-01-24 17:31:00,112.62,112.62,112.62,112.62,1510
2020-01-24 17:27:00,112.6,112.6,112.6,112.6,9570
2020-01-24 17:26:00,112.524,112.6,112.524,112.6,2935
2020-01-24 17:25:00,112.524,112.528,112.524,112.528,2285
2020-01-24 17:24:00,112.464,112.574,112.464,112.574,2140
2020-01-24 17:23:00,112.464,112.464,112.464,112.464,1790
2020-01-24 17:21:00,112.462,112.462,112.462,112.462,2340
2020-01-24 17:20:00,112.5,112.5,112.49,112.49,3220
2020-01-24 17:19:00,112.5,112.514,112.5,112.514,2210
2020-01-24 17:18:00,112.53,112.576,112.53,112.576,2090
2020-01-24 17:15:00,112.62,112.62,112.62,112.62,2500
2020-01-24 17:13:00,112.614,112.62,112.6,112.62,7500
2020-01-24 17:12:00,112.622,112.622,112.622,112.622,1010
