Datetime,Open,High,Low,Close,Adj Close,Volume
2019-12-31 10:30:00-05:00,320.7795104980469,320.8699951171875,320.3900146484375,320.5065002441406,320.5065002441406,0
2019-12-31 11:30:00-05:00,320.510009765625,320.8800048828125,320.302001953125,320.6600036621094,320.6600036621094,3327596
2019-12-31 12:30:00-05:00,320.6499938964844,320.82000732421875,320.5799865722656,320.7250061035156,320.7250061035156,2338834
2019-12-31 13:30:00-05:00,320.7200012207031,321.0299987792969,320.7200012207031,321.0199890136719,321.0199890136719,3526493
2019-12-31 14:30:00-05:00,321.0249938964844,321.3999938964844,320.8800048828125,321.3999938964844,321.3999938964844,5917016
2019-12-31 15:30:00-05:00,321.3999938964844,322.1300048828125,321.3599853515625,321.8900146484375,321.8900146484375,11865341
2020-01-02 09:30:00-05:00,323.7200012207031,324.0299987792969,322.6099853515625,323.0199890136719,323.0199890136719,12202749
2020-01-02 10:30:00-05:00,323.010009765625,323.3599853515625,322.6499938964844,323.1700134277344,323.1700134277344,4716640
2020-01-02 11:30:00-05:00,323.17999267578125,323.2994079589844,322.5299987792969,323.1499938964844,323.1499938964844,4725626
2020-01-02 12:30:00-05:00,323.1499938964844,323.4599914550781,323.0199890136719,323.091796875,323.091796875,3823363
2020-01-02 13:30:00-05:00,323.1000061035156,323.6099853515625,322.9599914550781,323.5299987792969,323.5299987792969,5237504
2020-01-02 14:30:00-05:00,323.5400085449219,323.94000244140625,323.5,323.8800048828125,323.8800048828125,6573280
2020-01-02 15:30:00-05:00,323.885009765625,324.8500061035156,323.8299865722656,324.8399963378906,324.8399963378906,11589683
2020-01-03 09:30:00-05:00,321.1600036621094,322.95001220703125,321.1000061035156,322.7699890136719,322.7699890136719,18949296
2020-01-03 10:30:00-05:00,322.7799987792969,323.1000061035156,322.1199951171875,322.6300048828125,322.6300048828125,6435072
2020-01-03 11:30:00-05:00,322.6400146484375,323.5899963378906,322.57000732421875,323.2900085449219,323.2900085449219,5638996
2020-01-03 12:30:00-05:00,323.29998779296875,323.6400146484375,323.20001220703125,323.3900146484375,323.3900146484375,4482241
2020-01-03 13:30:00-05:00,323.3900146484375,323.44989013671875,322.32000732421875,322.8599853515625,322.8599853515625,7821861
2020-01-03 14:30:00-05:00,322.852294921875,323.54998779296875,322.760009765625,322.8446044921875,322.8446044921875,6574117
2020-01-03 15:30:00-05:00,322.8399963378906,323.0799865722656,322.4200134277344,322.44000244140625,322.44000244140625,11232832
2020-01-06 09:30:00-05:00,320.6000061035156,322.1400146484375,320.5799865722656,322.0899963378906,322.0899963378906,11185244
2020-01-06 10:30:00-05:00,322.1000061035156,322.510009765625,321.8800048828125,322.25,322.25,5961227
2020-01-06 11:30:00-05:00,322.2699890136719,322.55999755859375,322.1400146484375,322.2900085449219,322.2900085449219,3556161
2020-01-06 12:30:00-05:00,322.29998779296875,322.79998779296875,322.260009765625,322.79998779296875,322.79998779296875,3370993
2020-01-06 13:30:00-05:00,322.79998779296875,323.2099914550781,322.6000061035156,323.05999755859375,323.05999755859375,4568088
2020-01-06 14:30:00-05:00,323.05499267578125,323.2402038574219,322.8900146484375,323.05999755859375,323.05999755859375,4465737
2020-01-06 15:30:00-05:00,323.06500244140625,323.7300109863281,322.9200134277344,323.6600036621094,323.6600036621094,11055883
2020-01-07 09:30:00-05:00,323.010009765625,323.2900085449219,322.239990234375,322.9599914550781,322.9599914550781,9927382
2020-01-07 10:30:00-05:00,322.94500732421875,323.5350036621094,322.55999755859375,323.45001220703125,323.45001220703125,4362001
2020-01-07 11:30:00-05:00,323.4599914550781,323.472900390625,322.7099914550781,322.9849853515625,322.9849853515625,3598197
2020-01-07 12:30:00-05:00,322.9800109863281,323.1499938964844,322.7300109863281,323.0400085449219,323.0400085449219,3785814
2020-01-07 13:30:00-05:00,323.0400085449219,323.1700134277344,322.6400146484375,322.8500061035156,322.8500061035156,2645919
2020-01-07 14:30:00-05:00,322.8599853515625,323.3599853515625,322.70001220703125,323.2900085449219,323.2900085449219,4072058
2020-01-07 15:30:00-05:00,323.2900085449219,323.29998779296875,322.5,322.760009765625,322.760009765625,6447530
2020-01-08 09:30:00-05:00,322.723388671875,323.9800109863281,322.6700134277344,323.4100036621094,323.4100036621094,10083993
2020-01-08 10:30:00-05:00,323.4100036621094,324.25,322.8800048828125,324.0899963378906,324.0899963378906,6275996
2020-01-08 11:30:00-05:00,323.9800109863281,325.2200012207031,323.4800109863281,324.9800109863281,324.9800109863281,10367189
2020-01-08 12:30:00-05:00,324.9800109863281,325.04998779296875,324.6300048828125,324.82000732421875,324.82000732421875,3597147
2020-01-08 13:30:00-05:00,324.8299865722656,325.010009765625,324.55999755859375,324.8900146484375,324.8900146484375,4988800
2020-01-08 14:30:00-05:00,324.8999938964844,325.7799987792969,324.760009765625,325.69500732421875,325.69500732421875,8170684
2020-01-08 15:30:00-05:00,325.70001220703125,325.7550048828125,324.2300109863281,324.4100036621094,324.4100036621094,15262416
2020-01-09 09:30:00-05:00,326.1600036621094,326.4700012207031,325.6499938964844,326.1700134277344,326.1700134277344,8184349
2020-01-09 10:30:00-05:00,326.1700134277344,326.559814453125,326.1300048828125,326.1499938964844,326.1499938964844,4737821
2020-01-09 11:30:00-05:00,326.32000732421875,326.6099853515625,325.9599914550781,326.05999755859375,326.05999755859375,6248351
2020-01-09 12:30:00-05:00,326.05999755859375,326.1499938964844,325.5199890136719,326.1000061035156,326.1000061035156,7000353
2020-01-09 13:30:00-05:00,326.0950012207031,326.44000244140625,325.989990234375,326.3699951171875,326.3699951171875,4672308
2020-01-09 14:30:00-05:00,326.36700439453125,326.7300109863281,326.114990234375,326.30499267578125,326.30499267578125,4799370
2020-01-09 15:30:00-05:00,326.29998779296875,326.67999267578125,326.1600036621094,326.6199951171875,326.6199951171875,8410612
2020-01-10 09:30:00-05:00,327.2300109863281,327.4599914550781,326.572998046875,327.1099853515625,327.1099853515625,12445349
2020-01-10 10:30:00-05:00,327.114990234375,327.3299865722656,326.7799987792969,326.7900085449219,326.7900085449219,5305731
2020-01-10 11:30:00-05:00,326.7900085449219,326.8800048828125,325.92999267578125,326.4200134277344,326.4200134277344,6671280
2020-01-10 12:30:00-05:00,326.42999267578125,326.8900146484375,326.3500061035156,326.7300109863281,326.7300109863281,2762957
2020-01-10 13:30:00-05:00,326.75,326.8900146484375,326.2900085449219,326.3699951171875,326.3699951171875,2822893
2020-01-10 14:30:00-05:00,326.3800048828125,326.3949890136719,325.739990234375,325.8900146484375,325.8900146484375,5529644
2020-01-10 15:30:00-05:00,325.8800048828125,325.8949890136719,325.20001220703125,325.69000244140625,325.69000244140625,10587224
2020-01-13 09:30:00-05:00,326.5,326.7200012207031,325.9200134277344,326.5950012207031,326.5950012207031,6892150
2020-01-13 10:30:00-05:00,326.6000061035156,327.25,326.3900146484375,326.9200134277344,326.9200134277344,6248481
2020-01-13 11:30:00-05:00,326.92999267578125,327.5450134277344,326.7900085449219,327.4100036621094,327.4100036621094,4066780
2020-01-13 12:30:00-05:00,327.4100036621094,327.5199890136719,327.239990234375,327.31500244140625,327.31500244140625,4633089
2020-01-13 13:30:00-05:00,327.31390380859375,327.5,327.1300048828125,327.4801025390625,327.4801025390625,4786810
2020-01-13 14:30:00-05:00,327.489990234375,327.6099853515625,327.3399963378906,327.36749267578125,327.36749267578125,3891919
2020-01-13 15:30:00-05:00,327.3699951171875,327.9599914550781,327.3500061035156,327.9599914550781,327.9599914550781,6783005
2020-01-14 09:30:00-05:00,327.4700012207031,327.75,327.0400085449219,327.489990234375,327.489990234375,10193744
2020-01-14 10:30:00-05:00,327.4901123046875,327.8399963378906,327.2449951171875,327.70001220703125,327.70001220703125,5635213
2020-01-14 11:30:00-05:00,327.739990234375,328.1400146484375,327.6600036621094,328.0799865722656,328.0799865722656,2177205
2020-01-14 12:30:00-05:00,328.07000732421875,328.54998779296875,328.07000732421875,328.489013671875,328.489013671875,3247212
2020-01-14 13:30:00-05:00,328.4800109863281,328.6199951171875,326.843994140625,327.6700134277344,327.6700134277344,15413128
2020-01-14 14:30:00-05:00,327.67999267578125,328.05999755859375,327.0799865722656,327.1549987792969,327.1549987792969,8358005
2020-01-14 15:30:00-05:00,327.1549987792969,327.6499938964844,326.9800109863281,327.42999267578125,327.42999267578125,9603476
2020-01-15 09:30:00-05:00,327.3500061035156,328.79998779296875,327.29998779296875,328.4800109863281,328.4800109863281,7832085
2020-01-15 10:30:00-05:00,328.489990234375,328.9800109863281,328.3399963378906,328.6400146484375,328.6400146484375,6755894
2020-01-15 11:30:00-05:00,328.6400146484375,329.0199890136719,328.4700012207031,328.6199951171875,328.6199951171875,6782285
2020-01-15 12:30:00-05:00,328.6300048828125,328.79998779296875,327.95001220703125,328.1400146484375,328.1400146484375,9489983
2020-01-15 13:30:00-05:00,328.1400146484375,328.6600036621094,327.7300109863281,328.6300048828125,328.6300048828125,9537199
2020-01-15 14:30:00-05:00,328.6400146484375,328.6600036621094,327.4200134277344,327.6625061035156,327.6625061035156,8333759
2020-01-15 15:30:00-05:00,327.6700134277344,328.17999267578125,327.260009765625,328.17999267578125,328.17999267578125,10521251
2020-01-16 09:30:00-05:00,329.6000061035156,329.989990234375,329.4599914550781,329.80999755859375,329.80999755859375,8654703
2020-01-16 10:30:00-05:00,329.8299865722656,330.0299987792969,329.45001220703125,329.67999267578125,329.67999267578125,6917462
2020-01-16 11:30:00-05:00,329.69000244140625,329.9700012207031,329.57000732421875,329.760009765625,329.760009765625,3510476
2020-01-16 12:30:00-05:00,329.760009765625,330.0,329.739990234375,329.8800048828125,329.8800048828125,2169034
2020-01-16 13:30:00-05:00,329.885009765625,330.1400146484375,329.80999755859375,330.07000732421875,330.07000732421875,4152123
2020-01-16 14:30:00-05:00,330.0799865722656,330.2349853515625,329.8900146484375,330.17999267578125,330.17999267578125,5381605
2020-01-16 15:30:00-05:00,330.17999267578125,330.9100036621094,330.17498779296875,330.8999938964844,330.8999938964844,11387709
2020-01-17 09:30:00-05:00,331.70001220703125,331.80999755859375,331.17999267578125,331.80999755859375,331.80999755859375,10421937
2020-01-17 10:30:00-05:00,331.79998779296875,331.82000732421875,331.07000732421875,331.31500244140625,331.31500244140625,12279326
2020-01-17 11:30:00-05:00,331.30999755859375,331.82000732421875,331.29998779296875,331.7799987792969,331.7799987792969,8836840
2020-01-17 12:30:00-05:00,331.7799987792969,331.7900085449219,331.5,331.614990234375,331.614990234375,4846404
2020-01-17 13:30:00-05:00,331.6059875488281,331.7900085449219,331.5400085449219,331.6099853515625,331.6099853515625,5958630
2020-01-17 14:30:00-05:00,331.614990234375,331.7699890136719,331.29998779296875,331.625,331.625,8536379
2020-01-17 15:30:00-05:00,331.625,332.17999267578125,331.55999755859375,332.010009765625,332.010009765625,12426059
2020-01-21 09:30:00-05:00,330.8999938964844,331.55999755859375,330.8900146484375,331.37139892578125,331.37139892578125,13473704
2020-01-21 10:30:00-05:00,331.3699951171875,331.79998779296875,331.1400146484375,331.739990234375,331.739990234375,15187317
2020-01-21 11:30:00-05:00,331.7449951171875,332.0899963378906,331.7300109863281,332.0,332.0,7006858
2020-01-21 12:30:00-05:00,332.0,332.17999267578125,331.3999938964844,331.5400085449219,331.5400085449219,5955196
2020-01-21 13:30:00-05:00,331.5299987792969,331.57000732421875,330.82000732421875,331.2099914550781,331.2099914550781,7902744
2020-01-21 14:30:00-05:00,331.2200012207031,331.760009765625,330.9700012207031,331.57000732421875,331.57000732421875,4537353
2020-01-21 15:30:00-05:00,331.5700988769531,331.739990234375,331.0199890136719,331.30999755859375,331.30999755859375,8553986
2020-01-22 09:30:00-05:00,332.239990234375,332.79998779296875,332.0,332.7149963378906,332.7149963378906,11377981
2020-01-22 10:30:00-05:00,332.7099914550781,332.95001220703125,331.8399963378906,331.9800109863281,331.9800109863281,6962064
2020-01-22 11:30:00-05:00,331.9750061035156,332.25,331.6499938964844,331.7550048828125,331.7550048828125,6435080
2020-01-22 12:30:00-05:00,331.7699890136719,332.3599853515625,331.7300109863281,332.30999755859375,332.30999755859375,2832028
2020-01-22 13:30:00-05:00,332.30999755859375,332.3999938964844,332.0299987792969,332.0950012207031,332.0950012207031,4954496
2020-01-22 14:30:00-05:00,332.0899963378906,332.125,331.1700134277344,331.3699951171875,331.3699951171875,5142330
2020-01-22 15:30:00-05:00,331.3599853515625,331.7799987792969,331.32000732421875,331.3900146484375,331.3900146484375,5858455
2020-01-23 09:30:00-05:00,330.6300048828125,330.80999755859375,329.4100036621094,330.5036926269531,330.5036926269531,11684948
2020-01-23 10:30:00-05:00,330.55999755859375,330.7900085449219,329.6099853515625,329.67999267578125,329.67999267578125,5084345
2020-01-23 11:30:00-05:00,329.67999267578125,330.6300048828125,329.66790771484375,330.5899963378906,330.5899963378906,3204838
2020-01-23 12:30:00-05:00,330.5899963378906,330.989990234375,330.2099914550781,330.6199951171875,330.6199951171875,3778966
2020-01-23 13:30:00-05:00,330.6300048828125,331.6199951171875,330.6000061035156,331.4700012207031,331.4700012207031,6108809
2020-01-23 14:30:00-05:00,331.4798889160156,331.8500061035156,331.3699951171875,331.7300109863281,331.7300109863281,5089990
2020-01-23 15:30:00-05:00,331.7952880859375,331.9150085449219,331.5,331.739990234375,331.739990234375,7923008
2020-01-24 09:30:00-05:00,332.4200134277344,332.5299987792969,330.9800109863281,330.9800109863281,330.9800109863281,8935739
2020-01-24 10:30:00-05:00,330.9800109863281,331.5450134277344,330.3699951171875,330.7099914550781,330.7099914550781,8878291
2020-01-24 11:30:00-05:00,330.70001220703125,330.79998779296875,328.6976013183594,329.1400146484375,329.1400146484375,11628962
2020-01-24 12:30:00-05:00,329.1600036621094,329.8999938964844,328.8800048828125,328.8999938964844,328.8999938964844,7761373
2020-01-24 13:30:00-05:00,328.8949890136719,328.95001220703125,327.3599853515625,327.5653991699219,327.5653991699219,14452540
