Date,Open,High,Low,Close,Adj Close,Volume,Day_Perc_Change,Volatility
2010-01-04,112.37000274658205,113.38999938964844,111.51000213623048,113.33000183105469,91.08741760253906,118944600,1.695976389585474,
2010-01-05,113.26000213623048,113.68000030517578,112.8499984741211,113.62999725341795,91.32855224609376,111579900,0.26472881754853184,
2010-01-06,113.5199966430664,113.98999786376952,113.43000030517578,113.70999908447266,91.39283752441406,116074400,0.07038902592813034,
2010-01-07,113.5,114.33000183105469,113.18000030517578,114.19000244140624,91.77867126464844,131091100,0.42217065438121537,
2010-01-08,113.88999938964844,114.62000274658205,113.66000366210938,114.56999969482422,92.08404541015624,126402800,0.33272888057753747,
2010-01-11,115.08000183105469,115.12999725341795,114.23999786376952,114.7300033569336,92.21267700195312,106375700,0.13968933621881785,
2010-01-12,113.97000122070312,114.20999908447266,113.22000122070312,113.66000366210938,91.3526611328125,163333500,-0.932643858850779,1.1234944315601212
2010-01-13,113.9499969482422,114.94000244140624,113.37000274658205,114.62000274658205,92.12422943115234,161822000,0.8446040747714045,1.041357434688952
2010-01-14,114.48999786376952,115.13999938964844,114.41999816894531,114.93000030517578,92.37338256835938,115718800,0.2704534287510496,1.067889203805923
2010-01-15,114.7300033569336,114.83999633789062,113.1999969482422,113.63999938964844,91.33659362792969,212283100,-1.1223892766538346,1.1002070251778298
2010-01-19,113.62000274658205,115.12999725341795,113.58999633789062,115.05999755859376,92.47789001464844,139172700,1.24954997924267,1.2289057462045447
2010-01-20,114.27999877929688,114.4499969482422,112.9800033569336,113.88999938964844,91.53752136230469,216490200,-1.01685781563009,1.3018078696988127
2010-01-21,113.91999816894531,114.2699966430664,111.55999755859376,111.6999969482422,89.77734375,344859600,-1.9229028556911887,2.437642338139606
2010-01-22,111.1999969482422,111.73999786376952,109.08999633789062,109.20999908447266,87.77604675292969,345942400,-2.2291782241221747,4.5316315858494685
2010-01-25,110.20999908447266,110.41000366210938,109.41000366210938,109.7699966430664,88.22611236572266,186937500,0.5127430881682438,5.101873165206161
2010-01-26,109.33999633789062,110.47000122070312,109.04000091552734,109.30999755859376,87.85638427734375,211168800,-0.4190687750654565,5.166713306169988
2010-01-27,109.16999816894531,110.08000183105469,108.33000183105469,109.83000183105469,88.27433776855469,271863600,0.4757235284023942,5.04865451174483
2010-01-28,110.19000244140624,110.25,107.91000366210938,108.56999969482422,87.26165008544922,316104000,-1.1472050753420837,3.9312624617481777
2010-01-29,109.04000091552734,109.8000030517578,107.22000122070312,107.38999938964844,86.313232421875,310677600,-1.0868665245792442,2.7976221839907813
2010-02-01,108.1500015258789,109.06999969482422,107.5,109.05999755859376,87.65546417236328,187865000,1.5550706569855022,1.7790898978494973
2010-02-02,109.26000213623048,110.58999633789062,108.87999725341795,110.37999725341795,88.71639251708984,216327900,1.21033908695114,2.0939242408589944
2010-02-03,109.87999725341795,110.4800033569336,109.51000213623048,109.83000183105469,88.27433776855469,172730700,-0.4982785435622916,2.107025914519603
2010-02-04,108.9800033569336,109.02999877929688,106.41999816894531,106.44000244140624,85.54967498779297,356715700,-3.086585353838023,3.0440343500069496
2010-02-05,106.55999755859376,106.87999725341795,104.58000183105469,106.66000366210938,85.72653198242188,493585800,0.2067301771212282,3.281428529077583
2010-02-08,106.73999786376952,107.33000183105469,105.80999755859376,105.88999938964844,85.10763549804688,224166900,-0.7219427522180744,3.8012553298368466
2010-02-09,107.12999725341795,108.1500015258789,106.2699966430664,107.22000122070312,86.17657470703125,337820500,1.2559850860959454,3.8225302192357375
2010-02-10,107.0500030517578,107.5999984741211,106.11000061035156,107.01000213623048,86.00782012939453,240511500,-0.19582418796572076,3.7177384422954685
2010-02-11,106.87000274658205,108.25,106.25,108.12999725341795,86.90800476074219,223591600,1.0466311435324949,2.788398156535149
2010-02-12,106.98999786376952,108.0999984741211,106.51000213623048,108.04000091552734,86.83563995361328,304622100,-0.08326598605977731,1.7463303412091304
2010-02-16,108.86000061035156,109.8499984741211,107.81999969482422,109.73999786376952,88.20203399658203,159317500,1.5735405919719891,2.649895948424881
2010-02-17,110.2699966430664,110.41000366210938,109.73999786376952,110.26000213623048,88.61995697021484,168845100,0.4738246440541438,3.2693499182895898
2010-02-18,110.08000183105469,111.13999938964844,110.04000091552734,110.91000366210938,89.14238739013672,193708600,0.5895177991312561,3.2693577645683507
2010-02-19,110.62000274658205,111.56999969482422,110.36000061035156,111.13999938964844,89.32723999023438,222684900,0.20736779158565533,3.394739689831206
2010-02-22,111.5500030517578,111.58000183105469,110.83000183105469,111.16000366210938,89.34333038330078,132346900,0.018012862670069296,2.8651300013265377
2010-02-23,110.86000061035156,111.1999969482422,109.5199966430664,109.80999755859376,88.25826263427734,207497000,-1.2144921667552322,2.3497133182672076
2010-02-24,110.13999938964844,111.0,109.86000061035156,110.81999969482422,89.07003784179688,176350700,0.919772476015468,1.2907125796847172
2010-02-25,109.23999786376952,110.75,108.94000244140624,110.66999816894531,88.94950103759766,259634700,-0.13532811607570583,1.044621439932139
2010-02-26,110.7699966430664,111.12000274658205,110.11000061035156,110.73999786376952,89.0057373046875,173589300,0.06322268976648449,0.9670383223116276
2010-03-01,111.1999969482422,112.0,111.16999816894531,111.88999938964844,89.9300537109375,147709700,1.0384908144582372,1.3386327855331694
2010-03-02,112.37000274658205,112.73999786376952,112.0,112.1999969482422,90.17921447753906,160992400,0.27706062247270236,1.7079921359178396
2010-03-03,112.48999786376952,112.97000122070312,112.0199966430664,112.3000030517578,90.2595672607422,150785000,0.08910344104089418,1.9900981603058407
2010-03-04,112.4499969482422,112.8000030517578,112.02999877929688,112.63999938964844,90.53286743164062,135770400,0.30279357545435204,1.7850988944492086
2010-03-05,113.37000274658205,114.33999633789062,113.0999984741211,114.25,91.8268814086914,176118800,1.4293305997712613,2.5903002799961774
2010-03-08,114.26000213623048,114.5199966430664,114.06999969482422,114.2699966430664,91.84293365478516,114631200,0.017480987971607576,2.707359913887633
2010-03-09,113.93000030517578,114.98999786376952,113.87000274658205,114.45999908447266,91.9956283569336,154556700,0.16625634229234798,2.4015949705800606
2010-03-10,114.51000213623048,115.27999877929688,114.41000366210938,114.97000122070312,92.4055633544922,186088800,0.4456026931715762,2.4642995085135264
2010-03-11,114.6999969482422,115.4800033569336,114.3499984741211,115.4499969482422,92.79136657714844,160791100,0.41751081715306615,2.4728180672821685
2010-03-12,115.9499969482422,115.97000122070312,115.13999938964844,115.45999908447266,92.79937744140624,162074800,0.008633199998331342,2.058329072970604
2010-03-15,115.26000213623048,115.56999969482422,114.5999984741211,115.48999786376952,92.823486328125,146816800,0.025979578078505483,1.222112000809977
2010-03-16,115.80999755859376,116.5199966430664,115.48999786376952,116.41000366210938,93.56295013427734,168673000,0.7966343814521215,1.5388430978803156
2010-03-17,116.76000213623048,117.4800033569336,116.41999816894531,117.0999984741211,94.11751556396484,177468100,0.5927190505340185,1.8728547763360845
2010-03-18,117.11000061035156,117.2699966430664,116.56999969482422,117.04000091552734,94.06930541992188,196509100,-0.05122334961148445,1.815611343199157
2010-03-19,115.97000122070312,117.29000091552734,115.5199966430664,115.97000122070312,93.59314727783205,226641100,-0.5061780141399796,1.5614957147938784
2010-03-22,115.30999755859376,116.8000030517578,115.23999786376952,116.58999633789062,94.093505859375,184477800,0.5346102744655301,1.5176326542534118
2010-03-23,116.76000213623048,117.51000213623048,116.37999725341795,117.41000366210938,94.75527954101562,182941600,0.7033149371962644,1.6020746064227993
2010-03-24,116.97000122070312,117.43000030517578,115.58000183105469,116.83999633789062,94.29525756835938,196072600,-0.4854842652404656,1.0842451804769535
2010-03-25,117.62999725341795,118.16999816894531,116.51000213623048,116.6500015258789,94.14192962646484,223396300,-0.16260408619529487,0.9090606108122219
2010-03-26,116.87000274658205,117.41999816894531,116.12000274658205,116.58000183105469,94.08543395996094,205808500,-0.06001116264353623,0.9110557517314889
2010-03-29,117.16999816894531,117.52999877929688,116.69000244140624,117.31999969482422,94.68264770507812,134513500,0.6347568587198538,1.0459573031836056
2010-03-30,117.45999908447266,117.83000183105469,116.91000366210938,117.4000015258789,94.74720764160156,145772500,0.0681856053756924,0.8346551782732627
2010-03-31,116.9499969482422,117.5199966430664,116.61000061035156,117.0,94.42440032958984,161078700,-0.3407037738070273,0.7545601766952265
2010-04-01,117.8000030517578,118.25,117.0999984741211,117.8000030517578,95.07001495361328,161215200,0.6837370655994768,0.9457713462715551
