Date,Open,High,Low,Close,Adj Close,Volume
2009-12-31,112.7699966430664,112.80000305175781,111.38999938964844,111.44000244140625,89.568359375,90637900
2010-01-04,112.37000274658203,113.38999938964844,111.51000213623047,113.33000183105469,91.08741760253906,118944600
2010-01-05,113.26000213623047,113.68000030517578,112.8499984741211,113.62999725341797,91.32855224609375,111579900
2010-01-06,113.5199966430664,113.98999786376953,113.43000030517578,113.70999908447266,91.39283752441406,116074400
2010-01-07,113.5,114.33000183105469,113.18000030517578,114.19000244140625,91.77867126464844,131091100
2010-01-08,113.88999938964844,114.62000274658203,113.66000366210938,114.56999969482422,92.08404541015625,126402800
2010-01-11,115.08000183105469,115.12999725341797,114.23999786376953,114.7300033569336,92.21267700195312,106375700
2010-01-12,113.97000122070312,114.20999908447266,113.22000122070312,113.66000366210938,91.3526611328125,163333500
2010-01-13,113.94999694824219,114.94000244140625,113.37000274658203,114.62000274658203,92.12422943115234,161822000
2010-01-14,114.48999786376953,115.13999938964844,114.41999816894531,114.93000030517578,92.37338256835938,115718800
2010-01-15,114.7300033569336,114.83999633789062,113.19999694824219,113.63999938964844,91.33659362792969,212283100
2010-01-19,113.62000274658203,115.12999725341797,113.58999633789062,115.05999755859375,92.47789001464844,139172700
2010-01-20,114.27999877929688,114.44999694824219,112.9800033569336,113.88999938964844,91.53752136230469,216490200
2010-01-21,113.91999816894531,114.2699966430664,111.55999755859375,111.69999694824219,89.77734375,344859600
2010-01-22,111.19999694824219,111.73999786376953,109.08999633789062,109.20999908447266,87.77604675292969,345942400
2010-01-25,110.20999908447266,110.41000366210938,109.41000366210938,109.7699966430664,88.22611236572266,186937500
2010-01-26,109.33999633789062,110.47000122070312,109.04000091552734,109.30999755859375,87.85638427734375,211168800
2010-01-27,109.16999816894531,110.08000183105469,108.33000183105469,109.83000183105469,88.27433776855469,271863600
2010-01-28,110.19000244140625,110.25,107.91000366210938,108.56999969482422,87.26165008544922,316104000
2010-01-29,109.04000091552734,109.80000305175781,107.22000122070312,107.38999938964844,86.313232421875,310677600
2010-02-01,108.1500015258789,109.06999969482422,107.5,109.05999755859375,87.65546417236328,187865000
2010-02-02,109.26000213623047,110.58999633789062,108.87999725341797,110.37999725341797,88.71639251708984,216327900
2010-02-03,109.87999725341797,110.4800033569336,109.51000213623047,109.83000183105469,88.27433776855469,172730700
2010-02-04,108.9800033569336,109.02999877929688,106.41999816894531,106.44000244140625,85.54967498779297,356715700
2010-02-05,106.55999755859375,106.87999725341797,104.58000183105469,106.66000366210938,85.72653198242188,493585800
2010-02-08,106.73999786376953,107.33000183105469,105.80999755859375,105.88999938964844,85.10763549804688,224166900
2010-02-09,107.12999725341797,108.1500015258789,106.2699966430664,107.22000122070312,86.17657470703125,337820500
2010-02-10,107.05000305175781,107.5999984741211,106.11000061035156,107.01000213623047,86.00782012939453,240511500
