0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
0.06460000000000292,0.06460000000000292,0.08020000000000067,0.07960000000000207,0.05560000000000116,0.026000000000000512,0.026000000000000512,0.006400000000002138,0.0012000000000014664,0.005200000000000671,0.005200000000000671,0.005200000000000671,0.006000000000000227,0.004799999999998761,0.002000000000001023,0.006400000000000716,0.008400000000000319,0.007600000000000762,0.02439999999999997,0.025527999999998486,0.02712399999999917,0.02752399999999966,0.04232399999999927,0.025524000000000057,0.025195999999999684,0.019199999999999308,0.016799999999999215,0.001999999999999602,0.001999999999999602,0.0,0.0,0.0065360000000012535,0.02007600000000025,0.02007600000000025,0.023275999999999897,0.023275999999999897,0.016739999999998645,0.003199999999999648,0.009199999999999877,0.007199999999998851,0.007199999999998851,0.007199999999998851,0.022400000000000368,0.016400000000000147,0.01520399999999995,0.020004000000000133,,,,,,,,,,,,,,,
0.03279999999999887,0.05279999999999774,0.06479999999999678,0.08759999999999621,0.10679999999999694,0.11079999999999757,0.11080399999999742,0.10040399999999892,0.09760399999999976,0.10200399999999946,0.08920399999999944,0.07999999999999971,0.08599999999999994,0.0704000000000022,0.05760000000000218,0.050400000000001915,0.05160000000000197,0.036000000000001364,0.022799999999999442,0.051199999999997206,0.07891199999999685,0.10091199999999674,0.10651199999999647,0.11171199999999573,0.0761119999999977,0.06359599999999829,0.04159599999999841,0.04599599999999812,0.04799599999999913,0.06759600000000035,0.052400000000000085,0.040800000000001536,0.048000000000003235,0.040800000000002966,0.05760000000000218,0.060400000000001335,0.06560000000000203,0.04840000000000089,0.06103999999999985,0.02543999999999897,0.03063999999999965,0.04103999999999815,0.06543999999999812,0.05999999999999942,0.07079999999999984,0.06479999999999961,0.04879999999999996,0.024800000000000468,0.02720000000000056,0.020000000000000285,0.020400000000000768,0.020400000000000768,0.02400000000000091,0.021400000000001286,0.03740000000000236,,,,,,
0.10640000000000073,0.07920000000000016,0.03359999999999985,0.026000000000000512,0.032000000000000736,0.032000000000000736,0.032000000000000736,0.032000000000000736,0.012000000000000456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012000000000000456,0.024796000000000616,0.024796000000000616,0.024796000000000616,0.024796000000000616,0.012796000000000165,0.0,0.00799999999999983,0.016799999999999215,0.016799999999999215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00040000000000191,0.002000000000001023,0.008000000000001251,0.009999999999999431,0.021999999999999888,0.02879999999999967,0.029200000000000163,0.02599999999999909,0.03959999999999866,0.04359999999999786,0.036799999999998084,0.03479999999999848,0.04117999999999995,0.02518000000000029,0.03838000000000079,0.03838000000000079,0.03838000000000079,0.04080000000000013,0.04080000000000013,0.011599999999999966,0.011599999999999966,0.011999999999999034,0.00039999999999906777,0.00039999999999906777,0.0007999999999995566,0.0007999999999995566,0.00040000000000048883,0.00040000000000048883,0.00040000000000048883,0.02519999999999953,0.05039999999999907,0.05119999999999862,0.06559999999999917,0.09279999999999973,0.1132000000000005,0.1156000000000006,0.12080000000000128,,,,,,,,,,,,,,,,,,,,,,,,
0.015999999999998238,0.015999999999998238,0.03599999999999852,0.033808000000000504,0.033808000000000504,0.020208000000000937,0.020208000000000937,0.0002080000000006521,0.0,0.0007999999999995566,0.0007999999999995566,0.0007999999999995566,0.0007999999999995566,0.0007999999999995566,0.004399999999999693,0.004399999999999693,0.004399999999999693,0.004800000000001603,0.004800000000001603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.04968399999999775,0.04408399999999802,0.04456399999999831,0.04456399999999831,0.010563999999997973,0.014880000000000847,0.014080000000001291,0.013603999999999415,0.013603999999999415,0.014403999999998971,0.00440399999999812,0.0008039999999979841,0.003199999999999648,0.003199999999999648,0.002400000000000091,0.002400000000000091,0.0028000000000005802,0.00040000000000048883,0.00040000000000048883,0.00040000000000048883,0.00040000000000048883,0.00039999999999906777,0.00039999999999906777,0.00039999999999906777,0.00039999999999906777,0.010396000000000072,0.009996000000001004,0.009996000000001004,0.012395999999999676,0.012395999999999676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.018000000000000682,0.018000000000000682,0.02160000000000224,0.02960000000000207,0.025600000000001445,0.05600000000000023,0.06080000000000041,0.047199999999999416,0.0431999999999988,0.0431999999999988,0.012800000000000013,0.00799999999999983,0.009999999999999431,0.001999999999999602,0.012399999999999524,0.012399999999999524,0.01560000000000059,0.01360000000000099,0.01360000000000099,0.003200000000001069,0.003200000000001069,0.0,0.0,0.007996000000001401,0.007996000000001401,0.007996000000001401,0.017996000000000834,0.017996000000000834,0.009999999999999431,0.043999999999999775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016400000000000147,0.016400000000000147,0.006000000000000227,0.006000000000000227,0.0,0.0012000000000000454,0.0012000000000000454,0.0012000000000000454,0.0012000000000000454,0.0012000000000000454,0.0,0.01560000000000059,0.02160000000000082,0.0315960000000004,0.0315960000000004,0.0315960000000004,0.01599599999999981,0.01599599999999981,0.006000000000000227,0.006000000000000227,0.016000000000001083,0.016000000000001083,0.012399999999999524,0.012399999999999524,0.012399999999999524,0.0103999999999985,0.0103999999999985,0.01799999999999926,0.021999999999999888,0.026000000000000512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.009600000000000363,0.009600000000000363,0.013603999999999415,0.013603999999999415,0.020004000000000133,0.010403999999999771,0.022404000000000226,0.01840000000000117,0.01960000000000264,0.018000000000000682,0.018000000000000682,0.006799999999999785,0.006799999999999785,0.005599999999998317,0.00899999999999892,0.00899999999999892,0.009799999999998477,0.02779999999999916,0.02779999999999916,0.0195999999999998,0.020000000000000285,0.019200000000000727,0.004400000000001114,0.004400000000001114,0.006000000000001647,0.021200000000001752,0.03040000000000305,0.03720000000000141,0.03720000000000141,0.0396000000000015,0.02800000000000153,0.02200000000000131,0.012000000000001877,0.012000000000001877,0.03599600000000293,0.03199600000000232,0.02999600000000129,0.02999600000000129,0.02999600000000129,0.008399999999998898,0.01839999999999975,0.020000000000000285,0.020000000000000285,0.020000000000000285,0.02400000000000091,0.014000000000000058,0.016400000000000147,,,,,,,,,,,,,,
0.0,0.0,0.0,0.0,0.0007999999999995566,0.014000000000000058,0.029200000000001582,0.029200000000001582,0.029200000000001582,0.04480000000000075,0.03160000000000025,0.02919999999999732,0.032799999999997456,0.032799999999997456,0.016399999999998728,0.016399999999998728,0.0036039999999999853,3.999999999848569e-06,3.999999999848569e-06,3.999999999848569e-06,3.999999999848569e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0040000000000006255,0.0040000000000006255,0.0040000000000006255,0.0040000000000006255,0.0040000000000006255,,,,,,,,,,,,,,,,,,,,,,,,,,,,
