date,Mean Vol Before Open,Mean Vol After Open,score,percentile,Percentile Class
2019-01-30,0.019795826086956715,0.0891439897698216,4.5031709906038095,0.8245967741935484,8
2019-01-31,0.05963927272727231,0.12679225575447645,2.12598594778799,0.3225806451612903,3
2019-02-01,0.02039925925925948,0.08991071099744281,4.407547835671102,0.8104838709677419,8
2019-02-04,0.03291621621621608,0.09660714066496222,2.934940639300121,0.5625,5
2019-02-05,0.01068631578947361,0.07488057435897491,7.007145945727607,0.9415322580645161,9
2019-02-06,0.011387333333332871,0.07497226598465521,6.583829926642901,0.9314516129032258,9
2019-02-07,0.01946600000000042,0.0914898461538466,4.699981822348948,0.8326612903225806,8
2019-02-08,0.01275933333333337,0.08053744615384582,6.312041863773885,0.9233870967741935,9
2019-02-11,0.018897872340426114,0.08210670769230805,4.344759357732897,0.8044354838709677,8
2019-02-12,0.010000606060605984,0.0686164398976984,6.861228157760332,0.9354838709677419,9
2019-02-13,0.005967999999999677,0.06414508717948735,10.748171444284655,0.9879032258064516,9
2019-02-14,0.04797227272727322,0.0728515601023021,1.5186180674922347,0.12298387096774194,1
2019-02-15,0.00883545454545427,0.04896343734015342,5.541699873872871,0.8830645161290323,8
2019-02-19,0.03071899999999935,0.053853166240409284,1.7530898219476683,0.18346774193548387,1
2019-02-20,0.056601172413794094,0.07010702813299291,1.2386144163315485,0.05846774193548387,0
2019-02-21,0.031061777777778188,0.07740537435897497,2.491981460711863,0.42943548387096775,4
2019-02-22,0.017868510638297606,0.060545115089515086,3.388369423456516,0.6673387096774194,6
2019-02-25,0.0211385185185177,0.0673507179487183,3.1861607467769293,0.6189516129032258,6
2019-02-26,0.034381250000000856,0.09205369230769278,2.6774387873532954,0.48588709677419356,4
2019-02-27,0.010725677419354582,0.09172312020460405,8.55173213013929,0.9637096774193549,9
2019-02-28,0.026370596491229133,0.11121452685422024,4.217368647357302,0.7883064516129032,7
2019-03-01,0.06280259259259278,0.13486910485933556,2.1475085548497344,0.3326612903225806,3
2019-03-04,0.03227333333333451,0.11627655242966782,3.6028677679094274,0.7096774193548387,7
2019-03-05,0.04388275862069046,0.1294572583120214,2.9500711072202987,0.5705645161290323,5
2019-03-06,0.029413913043478696,0.09675467007672645,3.2894185120390755,0.6411290322580645,6
2019-03-07,0.03467644444444442,0.08999183631713624,2.5951863796564645,0.4657258064516129,4
2019-03-08,0.06344244897959209,0.08225621483375996,1.2965485437080118,0.08064516129032258,0
2019-03-11,0.07122622222222288,0.07916254731457827,1.111424203681537,0.034274193548387094,0
2019-03-12,0.026718181818181995,0.08099737084399003,3.0315450128747345,0.5887096774193549,5
2019-03-13,0.018507294117646803,0.07169735384615478,3.8740052106153633,0.7419354838709677,7
2019-03-14,0.018313155555555884,0.07377367774936117,4.02845252559325,0.7580645161290323,7
2019-03-15,0.04576237288135633,0.08093829156010292,1.76866465753303,0.19556451612903225,1
2019-03-18,0.02918409999999963,0.09158101278772444,3.1380447842395554,0.6088709677419355,6
2019-03-19,0.02878407547169788,0.0935162666666674,3.2488890170753564,0.6330645161290323,6
2019-03-20,0.018386428571428425,0.06727977493606188,3.65920845773231,0.7217741935483871,7
2019-03-21,0.026330344827586366,0.06262820460358115,2.378556187306952,0.39919354838709675,3
2019-03-22,0.0473943589743582,0.07292368286444997,1.5386574360865164,0.13306451612903225,1
2019-03-25,0.048246440677965984,0.09189355498721279,1.9046701413806122,0.24596774193548387,2
2019-03-26,0.016356571428570665,0.06440667007672686,3.9376632418347284,0.75,7
2019-03-27,0.009693333333332676,0.07945055754475688,8.196412401454154,0.9596774193548387,9
2019-03-28,0.02392086956521811,0.061287580562660544,2.5620966827968124,0.4495967741935484,4
2019-03-29,0.028789999999999937,0.05330887179487189,1.8516454253168464,0.23387096774193547,2
2019-04-01,0.022904090909090315,0.06755506905370877,2.949476114194827,0.5685483870967742,5
2019-04-02,0.01187881481481344,0.056314738461538866,4.7407708041135335,0.8346774193548387,8
2019-04-03,0.037097799999999494,0.06763703324808204,1.8232087414370384,0.21975806451612903,2
2019-04-04,0.10628065573770475,0.09945562148337724,0.9357829116977661,0.024193548387096774,0
2019-04-05,0.013582181818181929,0.06640248593350397,4.888941027472743,0.844758064516129,8
2019-04-08,0.022717872340425146,0.07857795396419433,3.458860618050458,0.6713709677419355,6
2019-04-09,0.022865116279069585,0.058995907928389255,2.5801709122464995,0.46169354838709675,4
2019-04-10,0.163663076923077,0.057082813299232954,0.3487824766123782,0.0020161290322580645,0
2019-04-11,0.04461254237288193,0.06424817391304415,1.4401370219173584,0.10685483870967742,1
2019-04-12,0.011305454545454766,0.04988493333333366,4.41246595904358,0.8165322580645161,8
2019-04-15,0.015683499999999784,0.06969534526854258,4.443864269362294,0.8185483870967742,8
2019-04-16,0.017179657142857418,0.05862917948717964,3.412709520315148,0.6693548387096774,6
2019-04-17,0.016133600000000286,0.05376985166240451,3.3327869578025706,0.6532258064516129,6
