open,high,low,close,volume,diff,Volatility
843.63,843.63,843.63,843.63,1081,0.0,0.5079999999999927
843.5,843.7,843.5,843.7,3063,0.20000000000004547,0.37000000000000455
843.65,843.71,843.65,843.71,2227,0.06000000000005912,0.36400000000001
843.67,843.71,843.5001,843.5001,2505,0.20990000000006148,0.21998000000003232
843.8,843.8,843.66,843.66,3827,0.13999999999998636,0.12198000000003048
843.73,843.92,843.7,843.92,2480,0.2199999999999136,0.1659800000000132
843.5,843.73,843.5,843.73,1984,0.2300000000000182,0.17198000000000774
843.73,843.73,843.66,843.66,1233,0.07000000000005002,0.17398000000000594
843.57,843.73,843.55,843.73,2547,0.18000000000006366,0.16800000000000637
843.55,843.7,843.55,843.57,2038,0.15000000000009095,0.1700000000000273
843.5,843.57,843.4,843.57,1566,0.17000000000007276,0.16000000000005912
843.01,843.33,843.01,843.33,3553,0.32000000000005,0.1780000000000655
843.36,843.36,843.33,843.33,1059,0.029999999999972715,0.17000000000005003
843.75,843.89,842.7,843.73,13634,1.1899999999999409,0.3720000000000255
844.0,844.0,843.7,843.7,2181,0.2999999999999545,0.4019999999999982
843.77,844.0,843.55,844.0,3779,0.4500000000000455,0.45799999999999275
844.03,844.04,844.0,844.04,2422,0.03999999999996362,0.40199999999997543
844.04,844.04,843.5,843.5,1763,0.5399999999999636,0.5039999999999736
844.55,844.89,844.0,844.04,2301,0.8899999999999864,0.44399999999998274
844.51,844.91,844.5,844.89,2922,0.40999999999996817,0.4659999999999854
843.93,844.0,843.9,844.0,2740,0.10000000000002274,0.3959999999999809
843.68,844.0,843.61,843.61,2029,0.38999999999998636,0.4659999999999854
843.99,843.99,843.5,843.5,2915,0.4900000000000091,0.4559999999999945
843.99,844.0,843.5,843.97,3768,0.5,0.3779999999999973
843.17,843.68,843.17,843.68,4494,0.5099999999999909,0.3980000000000018
843.95,843.95,843.0,843.0,9437,0.9500000000000455,0.5680000000000064
843.95,844.0,843.8,843.82,6346,0.20000000000004547,0.5300000000000182
843.7,843.7,843.7,843.7,1214,0.0,0.43200000000001637
843.7,843.98,843.56,843.98,4292,0.42000000000007276,0.4160000000000309
843.63,844.0,843.62,843.72,4503,0.37999999999999545,0.3900000000000318
852.91,852.91,852.39,852.77,5942,0.5199999999999818,0.3040000000000191
854.19,855.0,852.51,852.97,15924,2.490000000000009,0.7620000000000118
854.86,855.0,854.4,854.6,6416,0.6000000000000227,0.8820000000000163
853.99,854.75,853.75,854.75,3936,1.0,0.9980000000000018
854.99,854.99,853.74,853.75,8358,1.25,1.1720000000000028
854.85,854.98,854.02,854.61,9099,0.9600000000000364,1.2600000000000136
853.0,854.89,852.6,854.0,19883,2.2899999999999636,1.2200000000000046
855.5,856.0,853.0,853.0,24336,3.0,1.7
852.9,855.5,852.9,855.5,24419,2.6000000000000227,2.0200000000000045
852.5,853.32,852.5,852.97,18982,0.82000000000005,1.9340000000000146
851.7,852.74,851.34,852.74,15208,1.3999999999999773,2.022000000000003
849.97,851.99,849.97,851.7,11597,2.019999999999982,1.9680000000000064
849.0,850.0,848.98,850.0,7481,1.0199999999999818,1.5720000000000027
848.5,849.0,848.5,849.0,4038,0.5,1.1519999999999981
847.6,849.0,847.6,848.15,13178,1.3999999999999773,1.2679999999999836
847.45,847.5,847.2,847.2,2614,0.2999999999999545,1.0479999999999792
847.0,847.43,847.0,847.43,2867,0.42999999999995,0.7299999999999727
847.0,847.0,847.0,847.0,3442,0.0,0.5259999999999764
846.75,847.19,846.75,847.19,2405,0.44000000000005457,0.5139999999999872
847.09,847.09,846.56,846.9999,3159,0.5300000000000864,0.3400000000000091
846.6,847.09,846.6,847.09,2161,0.4900000000000091,0.37800000000002
846.6,846.6,846.6,846.6,2134,0.0,0.29200000000003
846.98,846.98,846.7,846.7,2362,0.2799999999999727,0.34800000000002457
846.9,846.9,846.9,846.9,2135,0.0,0.26000000000001366
846.61,846.61,846.55,846.55,2334,0.06000000000005912,0.1660000000000082
846.96,846.96,846.96,846.96,2207,0.0,0.06800000000000636
846.5,846.5,846.5,846.5,1983,0.0,0.06800000000000636
847.0,847.0,846.61,846.82,3777,0.38999999999998636,0.0900000000000091
847.2,847.2,847.15,847.15,1335,0.05000000000006821,0.10000000000002274
847.35,847.49,847.35,847.49,3086,0.13999999999998636,0.11600000000000818
846.7,846.95,846.7,846.95,998,0.25,0.1660000000000082
846.64,846.7,846.64,846.7,737,0.06000000000005912,0.17800000000002
846.75,846.75,846.75,846.75,1617,0.0,0.10000000000002274
846.7,846.7,846.66,846.66,1371,0.04000000000007731,0.09800000000002455
846.21,846.21,846.21,846.21,993,0.0,0.07000000000002729
846.5,846.5,846.5,846.5,635,0.0,0.020000000000027284
846.0,846.39,846.0,846.39,884,0.38999999999998636,0.08600000000001273
845.65,846.89,845.65,846.83,2648,1.240000000000009,0.33400000000001456
846.3,846.5,845.87,845.87,3331,0.6299999999999955,0.4519999999999982
846.52,846.53,846.52,846.53,880,0.009999999999990905,0.45399999999999635
846.27,846.93,846.12,846.93,2595,0.8099999999999454,0.6159999999999854
847.0,847.0,846.5,846.5,2998,0.5,0.6379999999999881
847.0001,847.25,847.0,847.0,3046,0.25,0.43999999999998635
847.25,847.37,847.0,847.1,5119,0.37000000000000455,0.3879999999999882
847.69,847.69,847.5,847.5,999,0.19000000000005457,0.42400000000000093
847.35,847.49,847.35,847.49,1709,0.13999999999998636,0.2900000000000091
847.2,847.3,847.2,847.3,900,0.09999999999990905,0.20999999999999092
847.24,847.3,847.24,847.3,2407,0.05999999999994543,0.17199999999998
847.0,847.07,847.0,847.0,1410,0.07000000000005002,0.11199999999998908
847.0,847.3,846.98,847.02,2346,0.31999999999993634,0.13799999999996543
847.0,847.0,847.0,847.0,1286,0.0,0.10999999999996816
847.0,847.0,846.65,846.65,2476,0.35000000000002274,0.1599999999999909
847.45,847.47,846.7309,847.0,5550,0.7391000000000076,0.29582000000000336
847.3,847.6,847.3,847.3,2912,0.3000000000000682,0.341820000000007
847.48,847.48,847.48,847.48,1122,0.0,0.2778200000000197
845.94,847.07,845.9,847.07,5823,1.1700000000000728,0.5118200000000342
845.79,845.99,845.79,845.99,1611,0.20000000000004547,0.48182000000003883
830.52,831.39,830.0,831.0,17705,1.3899999999999864,0.6120000000000345
831.29,831.97,830.74,830.74,18688,1.2300000000000182,0.7980000000000246
831.62,832.0,831.18,831.78,10846,0.82000000000005,0.9620000000000346
832.5,832.64,831.54,831.54,8006,1.1000000000000227,0.9480000000000246
833.3,833.4,832.5,832.75,7897,0.8999999999999773,1.088000000000011
832.44,833.18,832.44,833.18,11883,0.7399999999998954,0.9579999999999927
832.45,832.5499,832.2,832.2,3598,0.34989999999993415,0.7819799999999759
832.01,832.98,832.01,832.23,6717,0.9700000000000273,0.8119799999999714
833.0101,833.33,832.02,832.02,10186,1.3100000000000591,0.8539799999999786
833.15,833.51,832.75,833.01,11592,0.7599999999999909,0.8259799999999814
832.4,833.51,832.33,833.51,21898,1.17999999999995,0.9139799999999922
831.8,832.5,831.8,832.3,4338,0.7000000000000455,0.9840000000000145
832.41,832.41,831.82,832.0,9111,0.5899999999999181,0.9079999999999927
831.5,832.41,831.5,832.41,6631,0.9099999999999682,0.8279999999999745
831.78,831.9,831.1,831.44,5850,0.7999999999999545,0.8359999999999672
831.92,831.92,830.97,831.1,6911,0.9499999999999318,0.7899999999999636
832.89,832.94,831.37,831.37,10712,1.57000000000005,0.9639999999999646
832.03,833.0,831.52,832.94,18307,1.4800000000000182,1.1419999999999846
830.9,832.0,830.79,832.0,18540,1.2100000000000364,1.2019999999999982
829.5,831.48,829.5,831.0,17153,1.9800000000000182,1.4380000000000108
829.1001,829.65,829.1001,829.65,5576,0.5498999999999796,1.3579800000000204
828.89,829.59,828.5,829.59,7295,1.0900000000000318,1.2619800000000168
829.6499,829.6499,828.53,828.53,8480,1.1199000000000296,1.1899600000000192
829.1,829.65,829.0,829.5,6002,0.6499999999999773,1.0779600000000074
829.51,829.71,829.0,829.0,7486,0.7100000000000364,0.8239600000000109
829.31,829.6,829.25,829.51,4683,0.35000000000002274,0.7839800000000196
829.98,830.01,829.3,829.6899,6529,0.7100000000000364,0.7079800000000205
830.0,830.0,828.98,829.21,10309,1.0199999999999818,0.6880000000000109
828.89,830.03,828.29,830.02,14714,1.740000000000009,0.9060000000000172
827.18,828.7,827.01,828.7,30664,1.6900000000000546,1.102000000000021
827.99,828.75,827.18,827.18,19312,1.57000000000005,1.3460000000000263
828.14,828.99,827.75,827.75,15594,1.240000000000009,1.4520000000000208
828.56,828.56,827.37,828.25,25233,1.1899999999999409,1.4860000000000126
830.0,830.0,828.55,828.55,10105,1.4500000000000455,1.42800000000002
830.03,830.75,830.03,830.5,3642,0.7200000000000273,1.2340000000000146
830.94,831.18,830.05,830.05,4681,1.1299999999999955,1.1460000000000037
831.03,831.03,830.2,830.95,1724,0.8299999999999272,1.0639999999999872
830.0,831.6,829.81,831.6,6279,1.7900000000000773,1.1840000000000146
829.17,829.44,828.09,829.44,7265,1.3500000000000227,1.16400000000001
829.5,829.77,829.0,829.53,4325,0.7699999999999818,1.1740000000000008
830.3,830.3,829.75,829.75,7920,0.5499999999999545,1.0579999999999927
831.0,831.12,830.21,830.28,7031,0.9099999999999682,1.074000000000001
831.1201,832.31,831.1201,831.8,6455,1.189899999999966,0.9539799999999786
830.0,831.6,830.0,831.6,6396,1.6000000000000227,1.0039799999999786
830.37,831.0,829.5001,830.66,8420,1.499900000000025,1.1499599999999872
828.63,830.99,828.63,830.99,8041,2.3600000000000136,1.511959999999999
828.5,828.8,828.49,828.57,4366,0.30999999999994543,1.3919599999999945
828.98,829.35,828.76,828.76,5716,0.5900000000000318,1.2719800000000077
829.9,829.9,828.61,828.61,7809,1.2899999999999636,1.2099799999999958
829.51,829.84,829.39,829.84,2412,0.4500000000000455,1.0
829.42,829.89,829.25,829.25,1235,0.6399999999999864,0.6559999999999946
829.0,829.41,829.0,829.2,1986,0.40999999999996817,0.675999999999999
829.0,829.46,828.5,829.46,3136,0.9600000000000364,0.75
829.95,830.0,829.15,829.15,6402,0.8500000000000227,0.6620000000000118
829.64,829.64,829.64,829.64,827,0.0,0.5720000000000027
830.0,830.01,829.11,830.0,16771,0.8999999999999773,0.6240000000000009
830.76,830.87,830.0,830.0,16230,0.8700000000000045,0.7160000000000082
830.8,831.25,830.76,830.76,7320,0.4900000000000091,0.6220000000000028
829.89,830.96,829.61,830.57,7719,1.3500000000000227,0.7220000000000028
828.76,829.61,828.5,829.61,4599,1.1100000000000136,0.9440000000000055
829.17,829.17,828.5,828.57,3986,0.6699999999999591,0.8980000000000018
850.12,850.5,849.25,849.65,32015,1.25,0.9740000000000009
856.0,856.0,849.11,850.26,125887,6.889999999999986,2.2539999999999965
856.44,857.0,855.88,856.0,15982,1.1200000000000045,2.2079999999999926
857.0,857.0,855.8,856.44,14366,1.2000000000000455,2.225999999999999
854.58,857.97,854.58,857.2,18607,3.3899999999999864,2.7700000000000045
854.6,854.77,853.95,854.5,23341,0.8199999999999363,2.6839999999999917
855.9,855.9,854.15,854.6,40530,1.75,1.6559999999999946
856.0,857.01,855.99,855.99,20524,1.0199999999999818,1.63599999999999
857.26,857.49,856.0,856.0,18660,1.490000000000009,1.6939999999999826
857.27,858.0,856.63,857.2898,9774,1.3700000000000045,1.2899999999999863
859.99,859.99,857.25,857.9899,12853,2.740000000000009,1.6740000000000008
857.31,860.0,857.0,859.9,25236,3.0,1.9240000000000008
858.25,858.59,857.0,857.0,11626,1.5900000000000318,2.038000000000011
857.94,859.07,857.94,859.07,12053,1.1299999999999955,1.9660000000000082
857.22,857.45,856.0,857.45,26897,1.4500000000000455,1.9820000000000164
859.33,859.88,857.22,857.52,13588,2.659999999999968,1.9660000000000082
860.55,860.55,859.0,859.95,15015,1.5499999999999545,1.675999999999999
860.99,861.3,860.89,860.89,9195,0.40999999999996817,1.4399999999999864
861.71,861.79,860.75,860.99,7506,1.0399999999999636,1.42199999999998
861.21,861.95,860.0,861.71,18445,1.9500000000000455,1.52199999999998
858.6,861.95,858.6,861.1,32882,3.3500000000000227,1.6599999999999908
859.84,859.84,857.6,858.6,30868,2.240000000000009,1.7980000000000018
859.2,860.0,859.0,859.31,23493,1.0,1.9160000000000081
860.66,860.66,859.0,859.21,29719,1.6599999999999682,2.040000000000009
861.99,862.0,860.66,860.99,15975,1.3400000000000318,1.9180000000000064
861.42,861.99,861.42,861.51,10093,0.57000000000005,1.3620000000000119
862.0,862.3,861.0,861.29,26465,1.2999999999999545,1.1740000000000008
862.99,862.99,862.0,862.0,11679,0.9900000000000091,1.1720000000000028
862.5,863.0,862.5,862.8,12381,0.5,0.940000000000009
862.26,862.5,862.0,862.0,14675,0.5,0.7720000000000027
862.5,862.7,862.0,862.2,13469,0.7000000000000455,0.7980000000000018
862.11,862.5,862.0,862.39,18287,0.5,0.6380000000000109
863.02,863.02,862.11,862.2001,13174,0.9099999999999682,0.6220000000000028
864.51,865.0,863.0,863.0,17285,2.0,0.9220000000000027
865.5502,865.5502,864.5,865.3,7160,1.050200000000018,1.0320400000000063
865.67,866.0,865.55,865.65,3838,0.4500000000000455,0.9820400000000064
865.98,866.03,865.67,866.0,3223,0.36000000000001364,0.9540400000000091
865.99,866.02,865.67,865.67,3975,0.35000000000002274,0.84204000000002
864.93,865.53,864.93,865.5,5698,0.6000000000000227,0.5620400000000245
865.0,865.0,864.7,865.0,4656,0.2999999999999545,0.4120000000000118
865.51,865.51,865.05,865.05,2919,0.4600000000000364,0.41400000000001
864.76,865.54,864.76,865.54,3032,0.7799999999999727,0.49800000000000183
866.0,866.79,865.0,865.0,11504,1.7899999999999636,0.78599999999999
864.5,865.69,864.5,865.62,12612,1.1900000000000546,0.9039999999999964
864.2,864.5,864.0,864.5,8746,0.5,0.9440000000000055
864.01,864.5,864.0,864.02,8418,0.5,0.9519999999999982
864.0,864.2502,863.57,864.2502,8976,0.6801999999998998,0.9320399999999835
865.0,865.0,864.0,864.0,9576,1.0,0.7740399999999908
865.0,865.0,863.65,865.0,8625,1.3500000000000227,0.8060399999999845
866.25,866.25,864.0,865.0,15284,2.25,1.1560399999999844
866.5,866.5,866.0,866.1,3272,0.5,1.1560399999999844
865.5,866.8,865.4,866.0,6980,1.3999999999999773,1.3
866.0,866.17,865.0,865.5,19181,1.169999999999959,1.3339999999999919
866.7799,866.7799,866.0,866.0,5812,0.7798999999999978,1.2199799999999867
866.0002,866.86,866.0002,866.5,5447,0.8598000000000638,0.9419399999999996
866.57,867.0,865.2,866.0,15947,1.7999999999999545,1.2019399999999905
867.76,867.76,865.74,866.5,27022,2.019999999999982,1.3259399999999915
868.82,869.09,867.76,867.76,9553,1.330000000000041,1.3579400000000077
869.9,869.9,868.66,869.0,14648,1.240000000000009,1.4499600000000101
869.7,870.5,869.33,870.0,36710,1.169999999999959,1.5119999999999891
869.48,870.0,869.05,869.94,41372,0.9500000000000455,1.3420000000000072
856.87,856.99,855.97,856.0,17658,1.0199999999999818,1.1420000000000072
856.0,859.25,853.98,856.52,109817,5.269999999999982,1.9299999999999955
853.6,853.98,853.3,853.87,11469,0.6800000000000637,1.8180000000000063
853.6,853.7,853.0,853.3,10412,0.7000000000000455,1.7240000000000237
853.053,853.5,853.0,853.02,18120,0.5,1.6340000000000146
853.61,853.7,853.12,853.43,11264,0.5800000000000409,1.5460000000000265
853.8,853.98,853.8,853.87,5666,0.18000000000006366,0.5280000000000428
854.0,854.16,853.7501,853.97,8663,0.40989999999999327,0.47398000000002866
853.8,854.0,853.55,853.6,8368,0.4500000000000455,0.42398000000002867
854.58,854.98,853.8,853.8,14050,1.1800000000000637,0.5599800000000414
855.21,855.23,854.72,855.0,11532,0.5099999999999909,0.5459800000000314
854.56,855.0,854.56,855.0,10348,0.44000000000005457,0.5979800000000296
854.33,854.84,854.11,854.56,6787,0.7300000000000182,0.6620000000000346
854.3,854.64,854.3,854.6,6449,0.34000000000003183,0.6400000000000319
854.0,854.9999,853.65,854.86,8625,1.3499000000000478,0.6739800000000287
855.23,855.29,854.0,854.0,19701,1.2899999999999636,0.8299800000000233
855.23,855.23,854.5,855.19,19045,0.7300000000000182,0.887980000000016
854.41,855.03,854.41,855.03,18129,0.6200000000000045,0.8659800000000132
853.8,854.39,853.7,854.37,8507,0.6899999999999409,0.935979999999995
853.5,853.78,853.36,853.78,5085,0.4199999999999591,0.7499999999999772
853.1,853.48,853.1,853.4,3013,0.37999999999999545,0.5679999999999836
853.2,853.39,853.0,853.01,6690,0.38999999999998636,0.49999999999997724
853.0,853.39,852.54,853.2,6302,0.8500000000000227,0.545999999999981
853.5,853.51,852.8,852.94,10597,0.7100000000000364,0.55
853.14,853.69,853.14,853.33,4596,0.5500000000000682,0.5760000000000218
853.68,853.89,853.0,853.89,9055,0.8899999999999864,0.67800000000002
853.2,853.57,853.0,853.57,8506,0.57000000000005,0.7140000000000327
852.35,853.4,851.11,853.24,20293,2.2899999999999636,1.0020000000000209
854.0,854.5,852.99,852.9999,22545,1.509999999999991,1.162000000000012
853.3,853.99,853.02,853.99,14610,0.9700000000000273,1.2460000000000035
853.0,853.5,852.56,853.5,8327,0.9400000000000546,1.2560000000000173
852.55,853.3,851.94,853.0,11865,1.3599999999999,1.4139999999999873
852.05,853.23,851.93,852.55,11571,1.3000000000000682,1.2160000000000082
852.1,852.18,851.67,852.0,14339,0.5099999999999909,1.0160000000000082
852.29,852.55,852.02,852.1,9790,0.5299999999999727,0.9279999999999973
853.36,853.36,852.0,852.0,34771,1.3600000000000136,1.0119999999999891
853.6001,853.66,853.11,853.11,6823,0.5499999999999545,0.85
853.88,853.99,853.6,853.6,4546,0.38999999999998636,0.6679999999999836
854.1,854.1,853.9,853.9,3863,0.20000000000004547,0.6059999999999945
854.1,854.2,854.0,854.0,4488,0.20000000000004547,0.5400000000000091
854.2,854.38,854.0,854.0,8205,0.37999999999999545,0.34400000000000547
854.21,854.38,854.1,854.2,3626,0.2799999999999727,0.2900000000000091
854.35,854.35,854.1,854.1,2461,0.25,0.26200000000001183
854.5,854.5,854.0,854.38,5974,0.5,0.32200000000000273
853.6,854.0,853.51,854.0,6137,0.4900000000000091,0.37999999999999545
854.3,854.31,853.65,853.65,9342,0.6599999999999682,0.43599999999999
854.17,854.9,854.0,854.33,18373,0.8999999999999773,0.559999999999991
853.83,854.24,853.63,854.17,18741,0.6100000000000136,0.6319999999999937
853.35,853.86,853.19,853.86,8443,0.6699999999999591,0.6659999999999855
852.5,853.9,852.5,853.5,21583,1.3999999999999773,0.8479999999999791
852.55,852.55,851.75,852.5,12101,0.7999999999999545,0.8759999999999764
852.2201,853.23,852.22,852.76,10387,1.009999999999991,0.897999999999979
852.0,853.43,851.51,852.03,19973,1.919999999999959,1.1599999999999682
852.12,852.5,851.99,852.0,29274,0.5099999999999909,1.1279999999999746
853.28,853.28,852.12,852.12,23484,1.1599999999999682,1.0799999999999728
854.53,854.75,853.0,853.0,20971,1.75,1.2699999999999818
854.68,854.74,854.0,854.74,10918,0.7400000000000091,1.2159999999999855
855.45,855.45,854.21,854.44,6627,1.240000000000009,1.0799999999999954
853.55,855.3,853.25,855.21,17164,2.0499999999999545,1.3879999999999881
855.41,855.41,853.22,853.62,26550,2.189999999999941,1.5939999999999828
855.33,855.7,855.33,855.4,4938,0.37000000000000455,1.3179999999999836
778.49,778.49,777.0,778.05,11700,1.490000000000009,1.4679999999999835
775.98,778.5,775.98,778.5,47196,2.519999999999982,1.7239999999999782
775.75,775.75,775.52,775.52,4250,0.2300000000000182,1.359999999999991
776.06,776.06,775.8,775.8,4938,0.2599999999999909,0.9740000000000009
776.18,776.35,776.0,776.01,6710,0.35000000000002274,0.9700000000000045
776.2,776.3,776.0,776.0,3657,0.2999999999999545,0.7319999999999937
776.35,776.35,776.1,776.1,2989,0.25,0.27799999999999725
776.2,776.5,776.2,776.2,4172,0.2999999999999545,0.29199999999998455
776.17,776.2,775.8,776.2,6386,0.40000000000009095,0.32000000000000456
776.0,776.5,775.99,776.1,7532,0.5099999999999909,0.3519999999999982
776.19,776.19,776.0,776.0,4469,0.19000000000005457,0.33000000000001817
776.0,776.2,776.0,776.2,1960,0.20000000000004547,0.32000000000002726
776.56,776.87,776.2,776.2,6801,0.6699999999999591,0.3940000000000282
776.2,776.5,776.1,776.5,5025,0.39999999999997726,0.39400000000000546
775.88,776.03,775.88,776.03,4939,0.14999999999997726,0.32200000000000273
775.23,775.85,775.23,775.85,7422,0.6200000000000045,0.4079999999999927
775.43,775.6,775.23,775.25,6706,0.37000000000000455,0.4419999999999845
775.46,775.46,774.78,775.23,4406,0.6800000000000637,0.44400000000000545
775.49,775.49,775.02,775.43,2318,0.4700000000000273,0.45800000000001545
774.77,775.5,774.77,775.5,3856,0.7300000000000182,0.5740000000000236
774.23,774.77,774.23,774.77,3331,0.5399999999999636,0.5580000000000155
774.5,774.53,774.18,774.23,6034,0.35000000000002274,0.5540000000000191
774.89,774.89,774.12,774.12,4361,0.7699999999999818,0.5720000000000027
775.84,775.91,775.0,775.0,6412,0.9099999999999682,0.6599999999999909
776.1002,776.47,775.7,775.7,7300,0.7699999999999818,0.6679999999999836
775.75,776.0,775.5,776.0,10659,0.5,0.6599999999999909
775.19,775.51,775.0,775.51,7573,0.5099999999999909,0.6919999999999845
775.0,775.44,774.49,775.38,10767,0.9500000000000455,0.7279999999999973
773.56,774.99,773.31,774.99,12640,1.6800000000000637,0.8820000000000163
